work_id,units,parsed_units,unparsed_units,parse_laws,max_chapter,coordinate_collisions,y_state
"pby/ibn-ezra/אמרו-בני-אלהים-1399",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/ibn-ezra/אמרות-ימים-לימים-5895",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/ibn-ezra/אמרת-יחידה-ליחיד-4557",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/ibn-ezra/אנא-אבקש-לי-6804",16,16,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/ibn-ezra/אנושה-ענושה-2874",34,34,0,"FLAT_UNIT",34,0,"FULLY_PARSED"
"pby/ibn-ezra/אני-באוני-אצעקה-1632",27,27,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/ibn-ezra/אני-גולה-וסורה-5187",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/ibn-ezra/אני-תמה-יפת-צמה-2199",14,14,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/ibn-ezra/אנכי-לא-יהיה-לך-אלוהים-216",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/ibn-ezra/אפס-אמת-בלתך-והכל-לך-2073",22,22,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/ibn-ezra/ארוממך-כי-נשגב-276",16,16,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/ibn-ezra/ארחות-אלוה-עמדו-1754",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-ezra/אשא-עיני-לכל-דרך-5694",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-ezra/אשבע-בעת-ארעב-להללך-3843",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-ezra/אשכים-לבית-השר-3337",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-ezra/את-פליאות-שם-מחולל-259",15,15,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/ibn-ezra/את-תפארתי-טוב-לך-תתי-3654",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-ezra/באתי-ביום-צום-423",56,56,0,"FLAT_UNIT",56,0,"FULLY_PARSED"
"pby/ibn-ezra/בחרתי-באהליבה-3913",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/ibn-ezra/בידי-אל-יהי-אורך-6671",18,18,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/ibn-ezra/בן-אדמה-4161",45,45,0,"FLAT_UNIT",46,0,"FULLY_PARSED"
"pby/ibn-ezra/ברכי-נפשי-אשר-לו-הגדלה-511",15,15,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/ibn-ezra/בשם-אל-חי-הגיון-לשוננו-5041",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-ezra/גדול-אדני-ומהלל-מאד-1582",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-ezra/גלגל-ומזלות-5380",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-ezra/המעיל-הקרוע-6347",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-ezra/הנה-פני-תבל-2319",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/ibn-ezra/הנפשים-אל-יסודם-4099",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/ibn-ezra/הקנקן-ריקן-3146",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-ezra/חיה-עצומה-מכל-בריאה-1201",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-ezra/יואל-עוד-להביא-אל-6346",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/ibn-ezra/יחיד-מרומם-שוכן-עליה-2007",31,31,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/ibn-ezra/יעלה-יפת-קול-2553",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/ibn-ezra/כבודי-במקומי-1459",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-ezra/כוכב-דרך-6088",39,39,0,"FLAT_UNIT",39,0,"FULLY_PARSED"
"pby/ibn-ezra/כל-עצמותי-617",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/ibn-ezra/לאט-על-מתים-עבדו-5505",15,15,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/ibn-ezra/לאל-חיי-תפלתי-6868",18,18,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/ibn-ezra/לך-אלי-תשוקתי-2564",92,92,0,"FLAT_UNIT",92,0,"FULLY_PARSED"
"pby/ibn-ezra/למוצאי-שבת-4406",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-ezra/למי-אנוס-3784",22,22,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/ibn-ezra/לנו-כטל-תהיה-755",16,16,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/ibn-ezra/לקדיש-6024",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/ibn-ezra/מדי-היות-לבבי-6937",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-ezra/מהאדם-1633",27,27,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/ibn-ezra/מוחרך-לשמחת-תורה-3208",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-ezra/מחנות-עליונים-3514",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-ezra/מי-יתנני-כימי-אלוה-ירצני-5830",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/ibn-ezra/מי-כמוך-1755",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-ezra/נאום-אברם-3963",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-ezra/נפשי-תזמר-בניב-לשונה-3199",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-ezra/נשמת-שדי-הבינתני-2763",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/ibn-ezra/סליחה-2130",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/ibn-ezra/סליחה-3082",42,42,0,"FLAT_UNIT",42,0,"FULLY_PARSED"
"pby/ibn-ezra/עבר-עלי-נות-אל-נחלה-144",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-ezra/על-אח-בערוני-1322",15,15,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/ibn-ezra/על-הדגה-4989",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-ezra/על-הים-2260",74,74,0,"FLAT_UNIT",74,0,"FULLY_PARSED"
"pby/ibn-ezra/פזמון-לנשמת-3577",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/ibn-ezra/פיוט-לקריאת-שמע-6805",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/ibn-ezra/קדושה-1200",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/ibn-ezra/רשות-4685",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/ibn-ezra/רשות-4686",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/ibn-ezra/רשות-4687",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/ibn-ezra/רשות-4688",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/ibn-ezra/רשות-לנשמת-5381",22,22,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/ibn-ezra/רשות-לקדיש-6476",22,22,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/ibn-ezra/רשות-לשמחת-תורה-1460",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-ezra/שחוק-האישקאקי-השחמט-2072",40,40,0,"FLAT_UNIT",40,0,"FULLY_PARSED"
"pby/ibn-ezra/שיר-אהבה-6738",22,22,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/ibn-ezra/שירת-האומות-7000",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-ezra/שלום-ראי-נא-3717",11,11,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/ibn-ezra/שמים-מספרים-כבוד-אל-5569",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/ibn-gabirol/אדוני-קח-3135",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/אדם-כרצפת-2302",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/ibn-gabirol/אדני-מה-אדם-1251",42,42,0,"FLAT_UNIT",42,0,"FULLY_PARSED"
"pby/ibn-gabirol/אהבתיך-כאהבת-6137",19,19,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/ibn-gabirol/אהה-לי-מזמן-3219",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/ibn-gabirol/אהי-פדיון-1150",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/אולי-דמעות-8248",53,53,0,"FLAT_UNIT",54,0,"FULLY_PARSED"
"pby/ibn-gabirol/אזי-בשעיף-4310",42,42,0,"FLAT_UNIT",43,0,"FULLY_PARSED"
"pby/ibn-gabirol/אחי-מוסר-התראה-הערגות-5008",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/אחי-תבל-6859",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/ibn-gabirol/אכן-מיודעי-6925",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/אל-יגאלו-2278",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/אלוהי-שא-עוונותי-1506",11,11,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/ibn-gabirol/אם-אחרית-8851",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/אם-מראות-1187",5,5,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/ibn-gabirol/אם-תאהב-4976",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/אמור-לשר-8887",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/ibn-gabirol/אמנון-אני-חולה-6519",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/אמר-לאשר-לבבו-רם-182",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/אמר-לפני-3358",9,9,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/אמרי-לו-4204",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/אמת-כי-הפרוד-1774",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/ibn-gabirol/אני-האיש-6203",58,58,0,"FLAT_UNIT",58,0,"FULLY_PARSED"
"pby/ibn-gabirol/אפלס-מעגלי-5334",46,46,0,"FLAT_UNIT",47,0,"FULLY_PARSED"
"pby/ibn-gabirol/אשר-גנב-4840",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/אשר-ראה-5113",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/בחייכם-אדמי-השפתות-4890",17,17,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/ibn-gabirol/במוצאי-שבת-5850",14,14,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/ibn-gabirol/בעלות-יה-9046",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/בעת-לא-אחזה-1475",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/גפן-שתולה-3673",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/ibn-gabirol/גשו-לשני-6300",9,9,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/דודי-אשר-5368",5,5,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/ibn-gabirol/די-לי-מעט-לחם-די-3543",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/דמי-התאוה-הם-הדמעות-2591",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/הגנבת-וכחשת-133",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/היחיה-איש-2405",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/הלא-גודל-חלי-2625",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/ibn-gabirol/הלא-נפשי-4603",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/הלא-צוה-6825",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/הלנצח-יעירני-ולעד-1962",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/הנה-בנות-עגור-7250",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/הנשית-מידעי-287",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/ואל-תתמה-באיש-3324",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-gabirol/ואמר-כוכבי-רום-הגבוהים-8840",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/ואת-יונה-4016",30,30,0,"FLAT_UNIT",30,0,"FULLY_PARSED"
"pby/ibn-gabirol/והיונים-מבכות-3885",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-gabirol/וירח-בבין-8888",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/ולב-נבוב-8021",16,16,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/ibn-gabirol/וערום-מבלי-מלבוש-ומכסה-7282",5,5,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-gabirol/ורעים-מכלי-חשק-כליהם-5208",5,5,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-gabirol/ורעיתי-מהללה-3641",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/זמן-בוגד-3894",15,15,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/ibn-gabirol/זמני-מה-לך-6495",11,11,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/ibn-gabirol/זרק-אלהים-באשון-חשך-7606",5,5,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-gabirol/חסם-את-עדיך-7894",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/חקור-ואהב-2687",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/חקר-היטב-ידידי-יגעני-8571",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/טרם-היותי-4744",16,16,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/ibn-gabirol/ידידי-החליתי-2720",12,12,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/ibn-gabirol/ידידי-סב-2094",32,32,0,"FLAT_UNIT",32,0,"FULLY_PARSED"
"pby/ibn-gabirol/ידידי-צמקו-6987",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/יהי-אחי-לך-ספר-5735",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/ibn-gabirol/יפנק-אל-לבב-מזרק-ויפנה-6956",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/ישורני-ועפעפו-6656",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/כל-ברואי-7449",22,22,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/ibn-gabirol/כנשר-את-מרחף-על-ילדיו-4637",13,13,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/ibn-gabirol/כתמר-את-4088",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/כתר-מלכות-7116",320,320,0,"FLAT_UNIT",320,0,"FULLY_PARSED"
"pby/ibn-gabirol/לאטך-דברי-2059",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/לו-היתה-נפשי-6401",36,36,0,"FLAT_UNIT",36,0,"FULLY_PARSED"
"pby/ibn-gabirol/לחולת-אהבה-2373",5,5,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/ibn-gabirol/לכה-רעי-316",46,46,0,"FLAT_UNIT",46,0,"FULLY_PARSED"
"pby/ibn-gabirol/לשירי-שוחרי-דעת-פנו-5684",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/לשלח-נערי-4276",5,5,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/ibn-gabirol/מה-לאביגיל-8671",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/מה-לך-8155",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/ibn-gabirol/מה-תפחדי-נפשי-5433",14,14,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/ibn-gabirol/מושל-בקצוי-3260",5,5,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/ibn-gabirol/מי-זאת-כמו-שחר-6011",40,40,0,"FLAT_UNIT",40,0,"FULLY_PARSED"
"pby/ibn-gabirol/מליצי-אהבה-6171",18,18,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/ibn-gabirol/משמן-בשרי-5978",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/ibn-gabirol/נחר-בקראי-גרוני-7835",107,107,0,"FLAT_UNIT",108,0,"FULLY_PARSED"
"pby/ibn-gabirol/נטוש-לו-5174",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/ibn-gabirol/נפש-אשר-עלו-שאוניה-4397",64,64,0,"FLAT_UNIT",64,0,"FULLY_PARSED"
"pby/ibn-gabirol/נפשי-במסתרים-תבכה-עלי-גוה-8841",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/עבי-שחקים-3069",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/עזבני-כאלו-5301",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/עזבתני-ועלתה-לשחקים-715",26,26,0,"FLAT_UNIT",26,0,"FULLY_PARSED"
"pby/ibn-gabirol/על-השחקים-7921",16,16,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/ibn-gabirol/עת-נצבו-1742",15,15,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/ibn-gabirol/קולי-לצופי-8444",5,5,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-gabirol/קרא-הציר-8410",41,41,0,"FLAT_UNIT",41,0,"FULLY_PARSED"
"pby/ibn-gabirol/ראה-שמש-18569",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/רפא-צירי-נשיא-עמך-והבט-7482",11,11,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/ibn-gabirol/שאל-להודות-5494",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/שאלו-שחקים-18567",41,41,0,"FLAT_UNIT",42,0,"FULLY_PARSED"
"pby/ibn-gabirol/שאלוני-שעפי-8217",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/שאלתם-על-לבבי-18568",50,50,0,"FLAT_UNIT",51,0,"FULLY_PARSED"
"pby/ibn-gabirol/שבועה-קבועה-5622",27,27,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/ibn-gabirol/שביה-בת-ציון-6462",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/ibn-gabirol/שביה-עניה-606",27,27,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/ibn-gabirol/שבעה-שחקים-1991",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/ibn-gabirol/שואל-דוה-לבב-491",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/שובב-כלילי-3388",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/ibn-gabirol/שוכב-עלי-2124",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/שוכני-בתי-חומר-2751",37,37,0,"FLAT_UNIT",37,0,"FULLY_PARSED"
"pby/ibn-gabirol/שור-כי-יפה-634",17,17,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/ibn-gabirol/שורש-בנו-660",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/שזופה-נזופה-18566",27,27,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/ibn-gabirol/שחי-לאל-יחידה-8283",16,16,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/ibn-gabirol/שחק-וכל-2496",22,22,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/ibn-gabirol/שחר-אבקשך-2814",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-gabirol/שחר-עלה-4338",11,11,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/ibn-gabirol/שחרה-ונאוה-כאהלי-3572",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/ibn-gabirol/שחרתיך-בכל-שחרי-5036",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/ibn-gabirol/שכולה-אכולה-18564",61,61,0,"FLAT_UNIT",63,0,"FULLY_PARSED"
"pby/ibn-gabirol/שכורה-עכורה-2436",36,36,0,"FLAT_UNIT",36,0,"FULLY_PARSED"
"pby/ibn-gabirol/שכחי-יגונך-7768",39,39,0,"FLAT_UNIT",39,0,"FULLY_PARSED"
"pby/ibn-gabirol/שלום-לך-דודי-1682",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/ibn-gabirol/שלחה-אמי-1559",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/ibn-gabirol/שלף-חרבך-1446",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/ibn-gabirol/שלשה-נוסדו-4671",11,11,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/ibn-gabirol/שמואל-את-4540",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/ibn-gabirol/שמואל-מת-8087",32,32,0,"FLAT_UNIT",33,0,"FULLY_PARSED"
"pby/ibn-gabirol/שמעה-ודם-רגע-ודם-7801",5,5,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/ibn-gabirol/שמרתי-יום-6791",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/ibn-gabirol/שמש-כחתן-6076",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/שער-אשר-8346",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/שער-פתח-7638",11,11,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/ibn-gabirol/שער-שחר-8806",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/ibn-gabirol/שפל-רוח-2187",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/ibn-gabirol/שש-נגזרו-244",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/ששוני-רב-7188",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/ibn-gabirol/שתי-בך-מחסי-8606",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/ibn-gabirol/תבונתך-אשר-מים-רחבה-6622",13,13,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/ibn-gabirol/תברך-מבלי-קצה-1868",15,15,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/ibn-gabirol/תוגה-אשר-8122",18,18,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/ibn-gabirol/תנה-הכוס-3706",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/ibn-gabirol/תשובתך-משובתך-2943",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/klatzkin/אבדת-נשמה-53026",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/klatzkin/אוירה-של-אישיות-53086",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/klatzkin/אחריותו-של-רעיון-53073",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/klatzkin/אכזריות-של-מחשבה-53071",3,3,0,"FLAT_UNIT",3,0,"FULLY_PARSED"
"pby/klatzkin/אמונה-שלאמדעת-53028",5,5,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/klatzkin/אמוניטה-של-רעיון-53133",9,9,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/klatzkin/אפיו-של-הרהור-53072",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/klatzkin/אפלולית-מעושה-53084",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/klatzkin/אפשרהמציאות-53128",3,3,0,"FLAT_UNIT",3,0,"FULLY_PARSED"
"pby/klatzkin/בחזקת-שמור-53132",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/klatzkin/ברוך-שפינוזה-חייו-ספריו-שטתו-50046",866,866,0,"FLAT_UNIT",1032,0,"FULLY_PARSED"
"pby/klatzkin/ברכת-עבדים-53138",5,5,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/klatzkin/דברן-וכתבן-53099",4,4,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/klatzkin/דור-דור-ולעגו-53011",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/klatzkin/דם-ורוח-53110",3,3,0,"FLAT_UNIT",3,0,"FULLY_PARSED"
"pby/klatzkin/האמת-המענות-53021",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/klatzkin/הגנה-של-חצאיות-53108",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/klatzkin/הזולת-53038",5,5,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/klatzkin/החוץ-של-הפנים-53081",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/klatzkin/הידען-53097",3,3,0,"FLAT_UNIT",3,0,"FULLY_PARSED"
