"book","ref","token_id","token_index","hebrew_token","normalized","approved_definition","definition_status","definition_gate","override_status","override_reason","definition_id","display_allowed","export_allowed","export_status"
"Genesis","Genesis 1:5","genesis-005-012","12","{פ}","פ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-001","1","וַיֹּ֣אמֶר","ויאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-002","2","אֱלֹהִ֔ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-003","3","יְהִ֥י","יהי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-004","4","רָקִ֖יעַ","רקיע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-005","5","בְּת֣וֹךְ","בתוך","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-006","6","הַמָּ֑יִם","המים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-007","7","וִיהִ֣י","ויהי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-008","8","מַבְדִּ֔יל","מבדיל","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-009","9","בֵּ֥ין","בין","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-010","10","מַ֖יִם","מים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:6","genesis-006-011","11","לָמָֽיִם׃","למים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-001","1","וַיַּ֣עַשׂ","ויעש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-002","2","אֱלֹהִים֮","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-003","3","אֶת־הָרָקִ֒יעַ֒","אתהרקיע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-004","4","וַיַּבְדֵּ֗ל","ויבדל","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-005","5","בֵּ֤ין","בין","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-006","6","הַמַּ֙יִם֙","המים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-007","7","אֲשֶׁר֙","אשר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-008","8","מִתַּ֣חַת","מתחת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-009","9","לָרָקִ֔יעַ","לרקיע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-010","10","וּבֵ֣ין","ובין","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-011","11","הַמַּ֔יִם","המים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-012","12","אֲשֶׁ֖ר","אשר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-013","13","מֵעַ֣ל","מעל","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-014","14","לָרָקִ֑יעַ","לרקיע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:7","genesis-007-015","15","וַֽיְהִי־כֵֽן׃","ויהיכן","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:8","genesis-008-001","1","וַיִּקְרָ֧א","ויקרא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:8","genesis-008-002","2","אֱלֹהִ֛ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:8","genesis-008-003","3","לָֽרָקִ֖יעַ","לרקיע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:8","genesis-008-004","4","שָׁמָ֑יִם","שמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:8","genesis-008-005","5","וַֽיְהִי־עֶ֥רֶב","ויהיערב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:8","genesis-008-006","6","וַֽיְהִי־בֹ֖קֶר","ויהיבקר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:8","genesis-008-007","7","י֥וֹם","יום","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:8","genesis-008-008","8","שֵׁנִֽי׃","שני","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:8","genesis-008-009","9","{פ}","פ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-001","1","וַיֹּ֣אמֶר","ויאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-002","2","אֱלֹהִ֗ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-003","3","יִקָּו֨וּ","יקוו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-004","4","הַמַּ֜יִם","המים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-005","5","מִתַּ֤חַת","מתחת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-006","6","הַשָּׁמַ֙יִם֙","השמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-007","7","אֶל־מָק֣וֹם","אלמקום","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-008","8","אֶחָ֔ד","אחד","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-009","9","וְתֵרָאֶ֖ה","ותראה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-010","10","הַיַּבָּשָׁ֑ה","היבשה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:9","genesis-009-011","11","וַֽיְהִי־כֵֽן׃","ויהיכן","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-001","1","וַיִּקְרָ֨א","ויקרא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-002","2","אֱלֹהִ֤ים&thinsp;","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-003","3","&thinsp;לַיַּבָּשָׁה֙","ליבשה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-004","4","אֶ֔רֶץ","ארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-005","5","וּלְמִקְוֵ֥ה","ולמקוה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-006","6","הַמַּ֖יִם","המים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-007","7","קָרָ֣א","קרא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-008","8","יַמִּ֑ים","ימים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-009","9","וַיַּ֥רְא","וירא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-010","10","אֱלֹהִ֖ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:10","genesis-010-011","11","כִּי־טֽוֹב׃","כיטוב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-001","1","וַיֹּ֣אמֶר","ויאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-002","2","אֱלֹהִ֗ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-003","3","תַּֽדְשֵׁ֤א","תדשא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-004","4","הָאָ֙רֶץ֙","הארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-005","5","דֶּ֗שֶׁא","דשא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-006","6","עֵ֚שֶׂב","עשב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-007","7","מַזְרִ֣יעַ","מזריע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-008","8","זֶ֔רַע","זרע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-009","9","עֵ֣ץ","עץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-010","10","פְּרִ֞י","פרי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-011","11","עֹ֤שֶׂה","עשה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-012","12","פְּרִי֙","פרי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-013","13","לְמִינ֔וֹ","למינו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-014","14","אֲשֶׁ֥ר","אשר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-015","15","זַרְעוֹ־ב֖וֹ","זרעובו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-016","16","עַל־הָאָ֑רֶץ","עלהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:11","genesis-011-017","17","וַֽיְהִי־כֵֽן׃","ויהיכן","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-001","1","וַתּוֹצֵ֨א","ותוצא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-002","2","הָאָ֜רֶץ","הארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-003","3","דֶּ֠שֶׁא","דשא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-004","4","עֵ֣שֶׂב","עשב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-005","5","מַזְרִ֤יעַ","מזריע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-006","6","זֶ֙רַע֙","זרע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-007","7","לְמִינֵ֔הוּ","למינהו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-008","8","וְעֵ֧ץ","ועץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-009","9","עֹֽשֶׂה־פְּרִ֛י","עשהפרי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-010","10","אֲשֶׁ֥ר","אשר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-011","11","זַרְעוֹ־ב֖וֹ","זרעובו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-012","12","לְמִינֵ֑הוּ","למינהו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-013","13","וַיַּ֥רְא","וירא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-014","14","אֱלֹהִ֖ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:12","genesis-012-015","15","כִּי־טֽוֹב׃","כיטוב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:13","genesis-013-001","1","וַֽיְהִי־עֶ֥רֶב","ויהיערב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:13","genesis-013-002","2","וַֽיְהִי־בֹ֖קֶר","ויהיבקר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:13","genesis-013-003","3","י֥וֹם","יום","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:13","genesis-013-004","4","שְׁלִישִֽׁי׃","שלישי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:13","genesis-013-005","5","{פ}","פ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-001","1","וַיֹּ֣אמֶר","ויאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-002","2","אֱלֹהִ֗ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-003","3","יְהִ֤י","יהי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-004","4","מְאֹרֹת֙","מארת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-005","5","בִּרְקִ֣יעַ","ברקיע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-006","6","הַשָּׁמַ֔יִם","השמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-007","7","לְהַבְדִּ֕יל","להבדיל","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-008","8","בֵּ֥ין","בין","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-009","9","הַיּ֖וֹם","היום","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-010","10","וּבֵ֣ין","ובין","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-011","11","הַלָּ֑יְלָה","הלילה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-012","12","וְהָי֤וּ","והיו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-013","13","לְאֹתֹת֙","לאתת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-014","14","וּלְמ֣וֹעֲדִ֔ים","ולמועדים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-015","15","וּלְיָמִ֖ים","ולימים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:14","genesis-014-016","16","וְשָׁנִֽים׃","ושנים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:15","genesis-015-001","1","וְהָי֤וּ","והיו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:15","genesis-015-002","2","לִמְאוֹרֹת֙","למאורת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:15","genesis-015-003","3","בִּרְקִ֣יעַ","ברקיע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:15","genesis-015-004","4","הַשָּׁמַ֔יִם","השמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:15","genesis-015-005","5","לְהָאִ֖יר","להאיר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:15","genesis-015-006","6","עַל־הָאָ֑רֶץ","עלהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:15","genesis-015-007","7","וַֽיְהִי־כֵֽן׃","ויהיכן","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-001","1","וַיַּ֣עַשׂ","ויעש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-002","2","אֱלֹהִ֔ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-003","3","אֶת־שְׁנֵ֥י","אתשני","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-004","4","הַמְּאֹרֹ֖ת","המארת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-005","5","הַגְּדֹלִ֑ים","הגדלים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-006","6","אֶת־הַמָּא֤וֹר","אתהמאור","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-007","7","הַגָּדֹל֙","הגדל","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-008","8","לְמֶמְשֶׁ֣לֶת","לממשלת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-009","9","הַיּ֔וֹם","היום","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-010","10","וְאֶת־הַמָּא֤וֹר","ואתהמאור","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-011","11","הַקָּטֹן֙","הקטן","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-012","12","לְמֶמְשֶׁ֣לֶת","לממשלת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-013","13","הַלַּ֔יְלָה","הלילה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-014","14","וְאֵ֖ת","ואת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:16","genesis-016-015","15","הַכּוֹכָבִֽים׃","הכוכבים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:17","genesis-017-001","1","וַיִּתֵּ֥ן","ויתן","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:17","genesis-017-002","2","אֹתָ֛ם","אתם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:17","genesis-017-003","3","אֱלֹהִ֖ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:17","genesis-017-004","4","בִּרְקִ֣יעַ","ברקיע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:17","genesis-017-005","5","הַשָּׁמָ֑יִם","השמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:17","genesis-017-006","6","לְהָאִ֖יר","להאיר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:17","genesis-017-007","7","עַל־הָאָֽרֶץ׃","עלהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-001","1","וְלִמְשֹׁל֙","ולמשל","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-002","2","בַּיּ֣וֹם","ביום","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-003","3","וּבַלַּ֔יְלָה","ובלילה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-004","4","וּֽלְהַבְדִּ֔יל","ולהבדיל","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-005","5","בֵּ֥ין","בין","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-006","6","הָא֖וֹר","האור","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-007","7","וּבֵ֣ין","ובין","","no","not_in_definition_ledger","none","","","false","false","not_approved"
